"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"OFS","OFS Capital Corporation","12","$160.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofs",
"OFSSI","OFS Capital Corporation","24.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssi",
"OFSSL","OFS Capital Corporation","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssl",
"OFSSZ","OFS Capital Corporation","25.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssz",
"OCCI","OFS Credit Company, Inc.","16.88","$51.67M","2018","n/a","n/a","https://old.nasdaq.com/symbol/occi",
"OCCIP","OFS Credit Company, Inc.","25.75","$20.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/occip",
"OHAI","OHA Investment Corporation","1.2806","$25.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","37.7","$180.13M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovbc",
"OKTA","Okta, Inc.","121.15","$14.51B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","193.09","$15.45B","1991","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/odfl",
"OLBK","Old Line Bancshares, Inc.","28.88","$490.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/olbk",
"ONB","Old National Bancorp","18.12","$3.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","27.95","$145.32M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","12.33","$368.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.45","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","64.75","$4.12B","2015","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","15.12","$164.79M","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","92.2","$930.7M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","13.29","$655.03M","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/omer",
"OMCL","Omnicell, Inc.","71.85","$3.01B","2001","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","21.135","$8.68B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/on",
"ONCY","Oncolytics Biotech Inc.","0.9","$22.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncy",
"ONTX","Onconova Therapeutics, Inc.","0.34","$2.04M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.008","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","1.93","$20.6M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncs",
"ONCT","Oncternal Therapeutics, Inc. ","5.86","$90.17M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/onct",
"OSS","One Stop Systems, Inc.","2.22","$35.75M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","18.42","$740.51M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ospn",
"OSW","OneSpaWorld Holdings Limited","15.15","$925.94M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/osw",
"OPBK","OP Bancorp","9.67","$151.85M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/opbk",
"OTEX","Open Text Corporation","43.51","$11.76B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/otex",
"OPRA","Opera Limited","10.2","$1.12B","2018","n/a","n/a","https://old.nasdaq.com/symbol/opra",
"OPES","Opes Acquisition Corp.","10.4227","$130.67M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opes",
"OPESU","Opes Acquisition Corp.","10.95","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesu",
"OPESW","Opes Acquisition Corp.","0.12","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesw",
